"","_id","RSN","YEAR_REGISTERED","YEAR_EVALUATED","YEAR_BUILT","PROPERTY_TYPE","WARD","WARDNAME","SITE_ADDRESS","CONFIRMED_STOREYS","CONFIRMED_UNITS","EVALUATION_COMPLETED_ON","SCORE","RESULTS_OF_SCORE","NO_OF_AREAS_EVALUATED","ENTRANCE_LOBBY","ENTRANCE_DOORS_WINDOWS","SECURITY","STAIRWELLS","LAUNDRY_ROOMS","INTERNAL_GUARDS_HANDRAILS","GARBAGE_CHUTE_ROOMS","GARBAGE_BIN_STORAGE_AREA","ELEVATORS","STORAGE_AREAS_LOCKERS","INTERIOR_WALL_CEILING_FLOOR","INTERIOR_LIGHTING_LEVELS","GRAFFITI","EXTERIOR_CLADDING","EXTERIOR_GROUNDS","EXTERIOR_WALKWAYS","BALCONY_GUARDS","WATER_PEN_EXT_BLDG_ELEMENTS","PARKING_AREA","OTHER_FACILITIES","GRID","LATITUDE","LONGITUDE","X","Y"
"9229",2403682,"4155862","2018","2017","1952","PRIVATE","20","Scarborough Southwest","46 GLEN EVEREST RD","3","16","2017-12-06","63","Evaluation needs to be conducted in 1 year","15","3","3","2","3","3","3","N/A","3","N/A","N/A","3","3","5","3","4","3","N/A","3","3","N/A","E2035","43.70167262","-79.253298302","324668.064","4839998.792"
"9230",2403683,"4155528","2019","2017","1957","PRIVATE","03","Etobicoke-Lakeshore","20 FOURTEENTH ST","3","12","2017-12-06","63","Evaluation needs to be conducted in 1 year","14","3","3","3","3","N/A","4","N/A","3","N/A","N/A","3","2","4","3","3","3","N/A","4","3","N/A","W0335","43.6000004031","-79.5135618333","303689.494","4828673.281"
"9231",2403684,"4155865","2018","2017","1952","PRIVATE","20","Scarborough Southwest","50 GLEN EVEREST RD","3","16","2017-12-06","61","Evaluation needs to be conducted in 1 year","15","3","3","2","3","3","3","N/A","3","N/A","N/A","3","3","5","3","3","3","N/A","3","3","N/A","E2035","43.701846021","-79.253208949","324675.207","4840018.077"
"9232",2403685,"4153527","2019","2017","1928","PRIVATE","13","Toronto Centre","81 ISABELLA ST","3","48","2017-12-06","68","Evaluation needs to be conducted in 2 years","15","4","3","4","3","3","3","N/A","2","N/A","N/A","4","4","4","4","3","3","N/A","4","3","N/A","S1322","43.668210902","-79.381025994","314378.731","4836258.734"
"9233",2403686,"4153571","2018","2017","1969","PRIVATE","13","Toronto Centre","210 OAK ST","17","260","2017-12-06","58","Evaluation needs to be conducted in 1 year","18","3","3","3","3","2","4","2","3","2","N/A","3","3","4","3","3","3","2","3","3","N/A","S1330","43.663368073","-79.358462264","316209.596","4835679.79"
"9234",2403687,"4155664","2019","2017","1972","PRIVATE","13","Toronto Centre","230 OAK ST","23","327","2017-12-06","64","Evaluation needs to be conducted in 1 year","19","4","4","5","3","2","4","2","1","3","4","3","4","4","3","3","2","5","3","2","N/A","S1330","43.663569575","-79.357948805","316215.622","4835683.043"
"9235",2403688,"4154439",NA,"2017","1954","PRIVATE","06","York Centre","2988 KEELE ST","3","11","2017-12-06","55","Evaluation needs to be conducted in 1 year","16","3","3","2","3","2","3","N/A","3","N/A","3","3","2","4","3","2","3","N/A","3","2","N/A","N0627","43.736204601","-79.484886345","306001.724","4843805.792"
"9236",2403689,"4154438","2018","2017","1952","PRIVATE","06","York Centre","2990 KEELE ST","3","11","2017-12-06","51","Evaluation needs to be conducted in 1 year","15","2","3","3","2","3","3","N/A","3","N/A","N/A","3","2","4","2","2","2","N/A","2","2","N/A","N0627","43.736373339","-79.484931855","305998.055","4843824.537"
"9237",2403690,"4154437",NA,"2017","1954","PRIVATE","06","York Centre","2994 KEELE ST","4","12","2017-12-06","63","Evaluation needs to be conducted in 1 year","16","3","3","3","3","3","3","N/A","3","N/A","3","3","3","5","3","3","3","N/A","3","3","N/A","N0627","43.736711483","-79.48501293","305991.518","4843862.101"
"9238",2403691,"4152575","2018","2017","1955","PRIVATE","20","Scarborough Southwest","1420 KINGSTON RD","4","36","2017-12-06","73","Evaluation needs to be conducted in 2 years","15","3","3","3","4","4","4","N/A","4","N/A","N/A","3","3","5","4","3","4","N/A","4","4","N/A","E2033","43.6874626683","-79.2720047537","323164.95","4838414.823"
"9239",2403692,"4152982","2018","2017","1956","PRIVATE","04","Parkdale-High Park","95 JAMESON AVE","9","66","2017-12-06","69","Evaluation needs to be conducted in 2 years","18","3","3","3","3","3","4","N/A","4","4","3","3","3","5","3","3","4","4","4","3","N/A","S0437","43.6354033108","-79.4349062431","310036.705","4832608.24"
"9240",2403693,"4155520",NA,"2017","1958","PRIVATE","03","Etobicoke-Lakeshore","122 FIFTH ST","3","12","2017-12-06","67","Evaluation needs to be conducted in 2 years","14","3","3","3","3","N/A","3","N/A","3","N/A","N/A","3","3","5","4","4","3","N/A","4","3","N/A","W0335","43.6004906208","-79.5030314026","304539.618","4828727.682"
"9241",2403694,"4288923","2017","2017","1959","PRIVATE","07","Humber River-Black Creek","2431 FINCH AVE W","6","115","2017-12-06","69","Evaluation needs to be conducted in 2 years","18","4","2","4","3","3","3","3","4","3","N/A","3","4","5","3","4","4","N/A","3","3","4","W0727","43.749611484","-79.54723458","300980.433","4845291.518"
"9242",2403695,"4153622",NA,"2017","1921","PRIVATE","14","Toronto-Danforth","85 LAING ST","3","13","2017-12-06","60","Evaluation needs to be conducted in 1 year","14","3","3","3","3","3","3","N/A","3","N/A","N/A","3","3","3","3","3","3","N/A","3","N/A","N/A","S1442","43.663704356","-79.327142442","318731.892","4835790.185"
"9243",2403696,"4154327","2017","2017","1959","PRIVATE","05","York South-Weston","1724 LAWRENCE AVE W","3","30","2017-12-06","67","Evaluation needs to be conducted in 2 years","17","3","3","3","3","3","4","N/A","4","3","N/A","3","3","5","3","3","4","3","4","3","N/A","W0528","43.7048994606","-79.4973466692","304998.33","4840326.957"
"9244",2403697,"4154258","2018","2017","1973","PRIVATE","07","Humber River-Black Creek","5 DAMASK AVE","3","12","2017-12-06","61","Evaluation needs to be conducted in 1 year","16","3","3","3","3","3","3","N/A","3","N/A","N/A","3","3","5","3","3","3","2","3","3","N/A","W0728","43.7417028619","-79.5393075079","301618.527","4844416.354"
"9245",2403698,"4288287","2018","2017","2016","PRIVATE","07","Humber River-Black Creek","10 VENA WAY","10","176","2017-12-06","94","Evaluation needs to be conducted in 3 years","19","5","5","4","5","5","5","4","5","4","N/A","4","4","5","5","4","5","5","5","5","5","W0728",NA,NA,"301509.893","4845429.881"
"9246",2403699,"4156558","2018","2017","1970","PRIVATE","24","Scarborough-Guildwood","3967 LAWRENCE AVE E","10","102","2017-12-06","54","Evaluation needs to be conducted in 1 year","18","2","3","2","2","3","3","3","2","3","N/A","3","3","3","3","3","3","3","3","2","N/A","E2431","43.7639678832","-79.2032064832","328680.928","4846931.64"
"9247",2403700,"4154549","2018","2017","1950","PRIVATE","08","Eglinton-Lawrence","31 WASDALE CRES","3","11","2017-12-06","63","Evaluation needs to be conducted in 1 year","15","3","3","4","3","N/A","3","N/A","3","N/A","N/A","3","2","5","3","3","3","3","3","3","N/A","N0823","43.730876788","-79.4343345171","310074.549","4843214.935"
"9248",2403701,"4154541","2020","2017","1956","PRIVATE","08","Eglinton-Lawrence","65 WASDALE CRES","3","11","2017-12-06","65","Evaluation needs to be conducted in 1 year","16","3","4","4","3","2","3","N/A","3","N/A","N/A","4","2","5","3","3","3","4","3","3","N/A","N0823","43.7301212379","-79.4376331135","309808.878","4843130.784"
"9249",2403702,"4154513","2018","2017","1956","PRIVATE","08","Eglinton-Lawrence","66 WASDALE CRES","3","13","2017-12-06","69","Evaluation needs to be conducted in 2 years","15","3","4","3","4","N/A","4","N/A","3","N/A","N/A","4","3","4","3","4","4","3","3","3","N/A","N0823","43.7306506832","-79.4380380638","309776.21","4843189.578"
"9250",2403703,"4152808","2018","2017","1977","PRIVATE","24","Scarborough-Guildwood","399 MARKHAM RD","15","254","2017-12-06","72","Evaluation needs to be conducted in 2 years","18","3","3","4","2","5","3","3","4","4","N/A","3","4","4","4","2","4","4","4","5","N/A","E2430","43.749222652","-79.2207962727","327270.184","4845288.627"
"9251",2403704,"4153938","2019","2017","1955","PRIVATE","12","Toronto-St. Paul's","240 ORIOLE PKWY","9","44","2017-12-06","64","Evaluation needs to be conducted in 1 year","17","3","3","3","3","N/A","3","4","3","3","N/A","3","3","5","3","3","3","3","3","3","N/A","S1226","43.697013865","-79.4032770166","312580.886","4839455.38"
"9252",2403705,"4153494","2017","2017","1927","PRIVATE","13","Toronto Centre","54 MAITLAND ST","4","45","2017-12-06","68","Evaluation needs to be conducted in 2 years","15","4","3","4","3","4","4","N/A","2","N/A","N/A","4","4","4","3","3","3","N/A","3","3","N/A","S1326","43.6647667997","-79.3814874768","314342.322","4835875.113"
"9253",2403706,"4153493","2017","2017","1928","PRIVATE","13","Toronto Centre","56 MAITLAND ST","4","47","2017-12-06","64","Evaluation needs to be conducted in 1 year","15","3","3","4","3","3","4","N/A","2","N/A","N/A","4","3","4","3","3","3","N/A","3","3","N/A","S1326","43.6648613167","-79.3813670243","314352.022","4835885.626"
"9254",2403707,"4153798","2017","2017","1928","PRIVATE","12","Toronto-St. Paul's","63 ROEHAMPTON AVE","4","56","2017-12-06","67","Evaluation needs to be conducted in 2 years","15","3","3","3","4","4","3","N/A","3","N/A","3","4","3","5","3","3","3","N/A","3","N/A","N/A","S1221","43.708035598","-79.396523762","313123.458","4840681.507"
"9255",2403708,"4155515","2017","2017","1955","PRIVATE","03","Etobicoke-Lakeshore","24 SECOND ST","4","23","2017-12-05","69","Evaluation needs to be conducted in 2 years","15","4","3","4","3","3","3","N/A","4","N/A","N/A","3","3","5","3","3","3","N/A","4","4","N/A","W0335","43.6009687445","-79.499480988","304826.234","4828780.81"
"9256",2403709,"4154912","2022","2017","1962","PRIVATE","16","Don Valley East","71 PARKWOODS VILLAGE DR","7","81","2017-12-05","60","Evaluation needs to be conducted in 1 year","18","3","3","2","3","3","3","2","3","3","N/A","3","2","5","3","3","4","3","4","2","N/A","N1625","43.7607627903","-79.3217087274","319140.499","4846548.357"
"9257",2403710,"4261157",NA,"2017","1957","PRIVATE","03","Etobicoke-Lakeshore","103 SIXTEENTH ST","3","10","2017-12-05","56","Evaluation needs to be conducted in 1 year","15","2","2","3","2","3","3","N/A","3","N/A","N/A","2","3","4","3","3","3","N/A","3","3","N/A","W0335","43.6028075946","-79.5164885645","303453.266","4828985.195"
"9258",2403711,"4153863","2017","2017","1960","PRIVATE","15","Don Valley West","2875 YONGE ST","4","18","2017-12-05","67","Evaluation needs to be conducted in 2 years","14","4","3","4","3","4","3","N/A","3","N/A","N/A","3","4","4","3","3","3","N/A","3","N/A","N/A","N1526","43.720768502","-79.40097412","312763.124","4842095.615"
"9259",2403712,"4153639","2019","2017","1915","PRIVATE","14","Toronto-Danforth","279 WOODFIELD RD","4","42","2017-12-05","49","Building Audit","14","2","2","3","2","N/A","3","N/A","3","N/A","N/A","2","2","2","3","2","2","N/A","3","3","N/A","S1439","43.671655465","-79.323701099","319000.793","4836649.59"
"9260",2403713,"4155142","2019","2017","1954","PRIVATE","05","York South-Weston","131 WOODWARD AVE","3","10","2017-12-05","69","Evaluation needs to be conducted in 2 years","14","3","3","3","3","N/A","3","N/A","3","N/A","N/A","4","3","5","4","3","3","N/A","4","4","N/A","W0525","43.7094051154","-79.5081946065","304124.096","4840827.536"
"9261",2403714,"4155145",NA,"2017","1954","PRIVATE","05","York South-Weston","137 WOODWARD AVE","3","11","2017-12-05","69","Evaluation needs to be conducted in 2 years","16","3","3","3","3","3","3","N/A","4","N/A","3","3","3","5","4","3","4","N/A","4","4","N/A","W0525","43.7095795164","-79.5073998504","304188.144","4840846.9"
"9262",2403715,"4155146","2018","2017","1945","PRIVATE","05","York South-Weston","139 WOODWARD AVE","3","10","2017-12-05","68","Evaluation needs to be conducted in 2 years","15","3","3","3","3","3","3","N/A","3","N/A","N/A","3","3","5","4","4","3","N/A","4","4","N/A","W0525","43.7096316006","-79.5071555325","304207.833","4840852.683"
"9263",2403716,"4155147","2020","2017","1954","PRIVATE","05","York South-Weston","141 WOODWARD AVE","3","11","2017-12-05","70","Evaluation needs to be conducted in 2 years","16","3","4","3","3","4","3","N/A","4","N/A","3","3","3","5","4","3","3","N/A","4","4","N/A","W0525","43.7096923975","-79.5068983102","304228.562","4840859.434"
"9264",2403717,"4155148","2018","2017","1954","PRIVATE","05","York South-Weston","143 WOODWARD AVE","3","10","2017-12-05","72","Evaluation needs to be conducted in 2 years","15","3","4","3","4","3","3","N/A","4","N/A","N/A","4","3","5","4","3","4","N/A","4","3","N/A","W0525","43.7097433603","-79.5066462518","304248.875","4840865.093"
"9265",2403718,"4153697","2020","2017","1966","PRIVATE","19","Beaches-East York","592 WOODBINE AVE","5","36","2017-12-05","59","Evaluation needs to be conducted in 1 year","18","3","3","3","3","3","4","2","3","3","N/A","3","4","4","2","2","3","2","2","4","N/A","S1934","43.6770075216","-79.3095598488","320140.021","4837245.729"
"9266",2403719,"4152691","2018","2017","1958","PRIVATE","20","Scarborough Southwest","711 KENNEDY RD","6","79","2017-12-05","61","Evaluation needs to be conducted in 1 year","17","3","3","3","3","3","4","N/A","2","3","N/A","3","2","5","3","3","3","3","3","3","N/A","E2023","43.7287077114","-79.2659054509","323643.766","4842998.342"
"9267",2403720,"4155507","2017","2017","1955","PRIVATE","03","Etobicoke-Lakeshore","2666 LAKE SHORE BLVD W","4","16","2017-12-05","64","Evaluation needs to be conducted in 1 year","15","3","3","3","3","3","3","N/A","3","N/A","N/A","3","3","5","3","3","3","N/A","4","3","N/A","W0335","43.6034395527","-79.4942895822","305245.309","4829055.318"
"9268",2403721,"4154450","2019","2017","1958","PRIVATE","06","York Centre","2 DORADO CRT","4","87","2017-12-05","45","Building Audit","16","2","2","3","2","2","3","N/A","2","2","N/A","2","2","3","2","2","2","N/A","2","3","N/A","N0627","43.7384416423","-79.4861508679","305900.09","4844053.338"
"9269",2403722,"4154339","2018","2017","1967","PRIVATE","05","York South-Weston","2460 KEELE ST","8","57","2017-12-05","66","Evaluation needs to be conducted in 2 years","18","4","4","3","3","3","3","3","2","3","N/A","4","4","4","3","3","3","3","3","4","N/A","W0526","43.7125446153","-79.4793858958","306445.675","4841176.448"
"9270",2403723,"4154338","2018","2017","1977","PRIVATE","05","York South-Weston","2500 KEELE ST","12","95","2017-12-05","69","Evaluation needs to be conducted in 2 years","18","4","4","3","4","4","4","3","4","3","N/A","3","3","5","3","3","3","3","3","3","N/A","W0526","43.7131114472","-79.4796418006","306425.038","4841239.414"
"9271",2403724,"4154310","2017","2017","1958","PRIVATE","05","York South-Weston","2567 KEELE ST","4","26","2017-12-05","71","Evaluation needs to be conducted in 2 years","16","4","3","3","3","4","4","N/A","3","N/A","N/A","4","4","5","3","4","3","3","3","4","N/A","W0523","43.7173852837","-79.4796573022","306423.676","4841714.21"
"9272",2403725,"4155284","2018","2017","1953","PRIVATE","03","Etobicoke-Lakeshore","8 KINGS POINT DR","5","16","2017-12-05","65","Evaluation needs to be conducted in 1 year","15","3","3","3","3","3","3","N/A","3","N/A","N/A","4","3","5","3","3","3","N/A","4","3","N/A","W0327","43.6396821871","-79.4933367622","305321.945","4833081.684"
"9273",2403726,"4153766",NA,"2017","1956","PRIVATE","12","Toronto-St. Paul's","25 DAVISVILLE AVE","4","14","2017-12-05","68","Evaluation needs to be conducted in 2 years","15","3","3","3","4","3","4","N/A","3","N/A","N/A","3","4","5","3","3","3","N/A","3","4","N/A","S1233","43.6982817517","-79.3955853975","313200.678","4839596.99"
"9274",2403727,"4154872","2018","2017","1960","PRIVATE","16","Don Valley East","17 ECCLESTON DR","4","60","2017-12-05","74","Evaluation needs to be conducted in 2 years","16","4","4","3","3","4","4","N/A","3","4","N/A","4","4","5","3","3","4","3","4","N/A","N/A","N1628","43.7269029771","-79.3160560854","319603.978","4842787.76"
"9275",2403728,"4154870","2019","2017","1958","PRIVATE","16","Don Valley East","25 ECCLESTON DR","4","61","2017-12-05","85","Evaluation needs to be conducted in 2 years","16","4","4","5","4","5","4","N/A","3","4","N/A","4","4","5","4","5","4","4","5","N/A","N/A","N1628","43.7272222643","-79.3179806814","319448.845","4842822.894"
"9276",2403729,"4153502","2018","2017","1918","PRIVATE","13","Toronto Centre","125 EARL PL","4","15","2017-12-05","47","Building Audit","15","2","2","3","2","1","3","N/A","3","N/A","N/A","2","2","3","3","1","2","N/A","3","3","N/A","S1322","43.6679778156","-79.3782190635","314612.894","4836239.946"
"9277",2403730,"4153503",NA,"2017","1925","PRIVATE","13","Toronto Centre","135 EARL PL","4","16","2017-12-05","61","Evaluation needs to be conducted in 1 year","16","3","3","3","3","2","3","N/A","3","N/A","N/A","3","3","4","3","4","3","3","3","3","N/A","S1322","43.6680405937","-79.3779246146","314633.659","4836247.873"
"9278",2403731,"4152871","2018","2017","1969","PRIVATE","22","Scarborough-Agincourt","3747 SHEPPARD AVE E","4","37","2017-12-05","59","Evaluation needs to be conducted in 1 year","17","3","3","3","2","N/A","4","4","3","2","N/A","2","3","5","3","3","3","2","3","2","N/A","E2232","43.7812689661","-79.2952353294","321266.557","4848831.45"
"9279",2403732,"4152866","2017","2017","1978","PRIVATE","22","Scarborough-Agincourt","125 BAMBURGH CRCL","20","332","2017-12-05","75","Evaluation needs to be conducted in 2 years","19","4","4","4","3","3","4","3","3","4","N/A","4","3","5","5","4","3","5","5","3","2","E2221","43.8130997118","-79.325615359","318813.837","4852362.223"
"9280",2403733,"4155764","2019","2017","1955","PRIVATE","03","Etobicoke-Lakeshore","1 A BIRCHLEA AVE","3","21","2017-12-05","59","Evaluation needs to be conducted in 1 year","14","3","3","3","2","N/A","2","N/A","3","N/A","N/A","3","2","5","3","3","3","N/A","3","3","N/A","W0334","43.5927621745","-79.527405433","302571.59","4827869.423"
"9281",2403734,"4155874",NA,"2017","1955","PRIVATE","03","Etobicoke-Lakeshore","5 BIRCHLEA AVE","3","13","2017-12-05","65","Evaluation needs to be conducted in 1 year","15","3","3","4","3","3","3","N/A","3","N/A","N/A","3","3","5","3","3","3","N/A","4","3","N/A","W0334","43.592642046","-79.527957262","302531.131","4827854.897"
"9282",2403735,"4155241","2022","2017","1954","PRIVATE","03","Etobicoke-Lakeshore","183 BERRY RD","4","50","2017-12-05","60","Evaluation needs to be conducted in 1 year","16","3","3","4","3","3","3","N/A","2","N/A","N/A","3","2","5","3","3","3","2","4","2","N/A","W0329","43.636390118","-79.4911570627","305497.797","4832715.966"
"9283",2403736,"4152563","2018","2017","1932","PRIVATE","20","Scarborough Southwest","3008 QUEEN ST E","4","16","2017-12-05","56","Evaluation needs to be conducted in 1 year","15","2","3","3","2","3","2","N/A","3","N/A","N/A","2","3","2","4","3","3","N/A","4","3","N/A","E2033","43.6754276016","-79.277427743","322731.349","4837076.607"
"9284",2403737,"4152562","2018","2017","1932","PRIVATE","20","Scarborough Southwest","3010 QUEEN ST E","4","16","2017-12-05","59","Evaluation needs to be conducted in 1 year","14","3","3","3","2","N/A","2","N/A","3","N/A","N/A","2","3","3","4","3","3","N/A","4","3","N/A","E2033","43.6754799628","-79.2772204699","322748.047","4837082.469"
"9285",2403738,"4154120","2019","2017","1960","PRIVATE","14","Toronto-Danforth","27 GAMBLE AVE","6","75","2017-12-05","57","Evaluation needs to be conducted in 1 year","19","3","3","3","3","3","4","3","2","3","4","2","3","4","3","2","2","2","3","2","N/A","S1421","43.6892398078","-79.3532188818","316617.388","4838597.595"
"9286",2403739,"4154123","2017","2017","1960","PRIVATE","14","Toronto-Danforth","51 GAMBLE AVE","6","49","2017-12-05","53","Evaluation needs to be conducted in 1 year","18","3","3","3","2","2","2","N/A","3","3","3","2","2","4","3","3","3","2","3","2","N/A","S1421","43.6895687051","-79.3520550359","316711.144","4838634.294"
"9287",2403740,"4250630","2018","2017","1950","PRIVATE","14","Toronto-Danforth","260 GAMBLE AVE","3","24","2017-12-05","65","Evaluation needs to be conducted in 1 year","15","3","3","3","3","N/A","3","N/A","3","N/A","N/A","3","4","5","3","3","3","4","3","3","N/A","S1422","43.691914578","-79.342942945","317444.932","4838897.169"
"9288",2403741,"4153737","2018","2017","1955","PRIVATE","11","University-Rosedale","45 GLEN RD","4","28","2017-12-05","67","Evaluation needs to be conducted in 2 years","18","4","4","4","3","4","3","N/A","3","3","3","4","3","4","3","3","3","3","3","3","N/A","S1131","43.6746275863","-79.3751897997","314848.578","4836971.335"
"9289",2403742,"4154133","2019","2017","1958","PRIVATE","14","Toronto-Danforth","15 GAMBLE AVE","3","27","2017-12-05","59","Evaluation needs to be conducted in 1 year","17","3","3","3","3","3","3","N/A","4","N/A","2","3","2","5","3","3","3","2","3","2","N/A","S1421","43.6891811387","-79.3538144471","316569.387","4838590.994"
"9290",2403743,"4268877",NA,"2017",NA,"TCHC","21","Scarborough Centre","83 GILDER DR","6","24","2017-12-05","67","Evaluation needs to be conducted in 2 years","18","2","3","3","3","4","4","3","4","3","N/A","2","3","3","5","3","3","4","4","4","N/A","E2134","43.7363547745","-79.2538980653","324608.572","4843850.685"
"9291",2403744,"4156014","2018","2017","1950","PRIVATE","05","York South-Weston","1 GREENBROOK DR","3","24","2017-12-05","65","Evaluation needs to be conducted in 1 year","15","3","4","3","3","3","3","N/A","3","N/A","N/A","3","2","5","3","4","4","N/A","3","3","N/A","W0532","43.696926149","-79.475711635","306735.523","4839446.054"
"9292",2403745,"4155105",NA,"2017","1954","PRIVATE","05","York South-Weston","5 GREENBROOK DR

","3","12","2017-12-05","64","Evaluation needs to be conducted in 1 year","16","3","3","3","3","3","3","N/A","3","N/A","N/A","3","2","5","3","3","4","4","3","3","N/A","W0532","43.6964928212","-79.4764300653","306684.353","4839393.215"
"9293",2403746,"4154812","2017","2017","1967","PRIVATE","17","Don Valley North","65 FOREST MANOR RD","17","218","2017-12-05","74","Evaluation needs to be conducted in 2 years","18","3","4","4","3","4","4","4","3","4","N/A","4","4","4","4","4","3","4","4","3","N/A","N1730",NA,NA,"317344.573","4847953.138"
"9294",2403747,"4152834","2017","2017","1972","PRIVATE","24","Scarborough-Guildwood","80 MORNELLE CRT","16","265","2017-12-05","78","Evaluation needs to be conducted in 2 years","18","3","4","5","4","2","4","3","3","3","N/A","4","5","5","4","4","4","4","5","4","N/A","E2423","43.7878204","-79.197530467","329128.055","4849584.211"
"9295",2403748,"4155522","2017","2017","1959","PRIVATE","03","Etobicoke-Lakeshore","155 LAKE SHORE DR","5","35","2017-12-05","66","Evaluation needs to be conducted in 2 years","17","3","3","3","3","4","3","N/A","3","2","N/A","3","3","5","3","4","4","3","4","3","N/A","W0335","43.594648158","-79.505643653","304328.426","4828079.602"
"9296",2403749,"4153690","2018","2017","1950","PRIVATE","19","Beaches-East York","501 KINGSTON RD","7","75","2017-12-05","75","Evaluation needs to be conducted in 2 years","16","4","4","4","4","N/A","3","N/A","3","4","N/A","4","4","5","3","3","4","4","3","4","N/A","S1938",NA,NA,"320697.34","4837263.304"
"9297",2403750,"4274443","2017","2017","1950","SOCIAL HOUSING","19","Beaches-East York","1845 GERRARD ST E","3","20","2017-12-05","75","Evaluation needs to be conducted in 2 years","15","4","4","4","4","4","2","N/A","4","N/A","N/A","4","4","5","3","4","3","N/A","3","4","N/A","S1934","43.6789313612","-79.3134909905","319822.568","4837458.76"
"9298",2403751,"4152750","2017","2017","1954","PRIVATE","21","Scarborough Centre","30 GILDER DR","14","192","2017-12-05","79","Evaluation needs to be conducted in 2 years","19","4","4","3","4","4","4","4","4","4","3","4","4","5","4","4","4","4","4","4","N/A","E2134","43.7371458262","-79.2565312101","324396.207","4843937.937"
"9299",2403752,"4153901","2017","2017","1927","PRIVATE","12","Toronto-St. Paul's","310 LONSDALE RD","4","15","2017-12-05","71","Evaluation needs to be conducted in 2 years","15","3","3","4","4","4","4","N/A","3","N/A","N/A","3","3","5","3","3","3","N/A","4","4","N/A","S1231","43.689210605","-79.4112219172","311941.429","4838587.752"
"9300",2403753,"4153902","2017","2017","1927","PRIVATE","12","Toronto-St. Paul's","312 LONSDALE RD","4","19","2017-12-05","71","Evaluation needs to be conducted in 2 years","15","3","3","3","4","4","4","N/A","3","N/A","N/A","4","4","5","3","3","3","N/A","3","4","N/A","S1231","43.6891841397","-79.411404359","311926.722","4838584.795"
"9301",2403754,"4154892","2019","2017","1966","PRIVATE","16","Don Valley East","74 CURLEW DR","4","112","2017-12-05","81","Evaluation needs to be conducted in 2 years","18","4","4","5","3","4","4","N/A","4","4","N/A","4","4","4","4","4","4","5","4","4","4","N1625","43.743508705","-79.31620178","319587.906","4844633.452"
"9302",2403755,"4152762","2018","2017","1963","PRIVATE","21","Scarborough Centre","25 TRUDELLE ST","6","66","2017-12-05","57","Evaluation needs to be conducted in 1 year","19","3","3","3","2","3","2","2","4","3","1","3","2","2","5","3","3","3","3","4","N/A","E2135","43.7393268153","-79.2437802418","325412.352","4844257.077"
"9303",2403756,"4156388","2018","2017","1963","PRIVATE","21","Scarborough Centre","35 TRUDELLE ST","6","84","2017-12-05","54","Evaluation needs to be conducted in 1 year","18","3","3","3","1","2","2","3","3","3","N/A","2","2","4","4","3","2","3","3","3","N/A","E2135","43.738969517","-79.243344993","325510.51","4844207.261"
"9304",2403757,"4156387","2018","2017","1963","PRIVATE","21","Scarborough Centre","45 TRUDELLE ST","6","66","2017-12-05","62","Evaluation needs to be conducted in 1 year","18","4","4","3","3","3","3","3","4","3","N/A","4","2","3","3","3","2","3","3","3","N/A","E2135","43.739359679","-79.2426271","325530.477","4844213.33"
"9305",2403758,"4154907","2018","2017","1961","PRIVATE","16","Don Valley East","2126 VICTORIA PARK AVE","3","11","2017-12-05","72","Evaluation needs to be conducted in 2 years","15","3","4","4","4","3","3","N/A","3","N/A","N/A","4","4","5","3","4","3","4","3","N/A","N/A","N1625","43.7594779981","-79.3164040826","319567.945","4846406.545"
"9306",2403759,"4153922","2018","2017","1929","PRIVATE","12","Toronto-St. Paul's","57 LAWTON BLVD","4","12","2017-12-05","63","Evaluation needs to be conducted in 1 year","14","3","3","3","3","3","3","N/A","3","N/A","N/A","3","3","5","3","3","3","N/A","3","N/A","N/A","S1232","43.691956596","-79.39570523","313191.661","4838895.195"
"9307",2403760,"4250636","2019","2017","1957","PRIVATE","12","Toronto-St. Paul's","111 LAWTON BLVD","13","152","2017-12-05","74","Evaluation needs to be conducted in 2 years","17","4","3","4","4","4","4","N/A","3","4","N/A","3","4","5","3","3","4","4","3","4","N/A","S1232","43.6941127159","-79.3967271085","313109.244","4839133.698"
"9308",2403761,"4153926","2018","2017","1962","PRIVATE","12","Toronto-St. Paul's","125 LAWTON BLVD","12","122","2017-12-05","66","Evaluation needs to be conducted in 2 years","17","3","3","3","3","4","4","N/A","3","3","N/A","3","3","5","3","3","3","4","3","3","N/A","S1232","43.6945745052","-79.3968664872","313097.941","4839184.991"
"9309",2403762,"4155332","2018","2017","1955","PRIVATE","02","Etobicoke Centre","1 ST STEVENS CRT","4","36","2017-12-05","61","Evaluation needs to be conducted in 1 year","15","3","3","3","3","3","3","N/A","3","N/A","N/A","3","3","4","3","3","3","N/A","3","3","N/A","W0229","43.663899579","-79.520752277","303110.372","4835773.303"
"9310",2403763,"4155330","2018","2017","1955","PRIVATE","02","Etobicoke Centre","5 ST STEVENS CRT","4","41","2017-12-05","63","Evaluation needs to be conducted in 1 year","15","3","3","3","3","3","3","N/A","3","N/A","N/A","3","3","5","3","3","3","N/A","3","3","N/A","W0229","43.66460799","-79.520136568","303160.05","4835851.99"
