"","_id","RSN","YEAR_REGISTERED","YEAR_EVALUATED","YEAR_BUILT","PROPERTY_TYPE","WARD","WARDNAME","SITE_ADDRESS","CONFIRMED_STOREYS","CONFIRMED_UNITS","EVALUATION_COMPLETED_ON","SCORE","RESULTS_OF_SCORE","NO_OF_AREAS_EVALUATED","ENTRANCE_LOBBY","ENTRANCE_DOORS_WINDOWS","SECURITY","STAIRWELLS","LAUNDRY_ROOMS","INTERNAL_GUARDS_HANDRAILS","GARBAGE_CHUTE_ROOMS","GARBAGE_BIN_STORAGE_AREA","ELEVATORS","STORAGE_AREAS_LOCKERS","INTERIOR_WALL_CEILING_FLOOR","INTERIOR_LIGHTING_LEVELS","GRAFFITI","EXTERIOR_CLADDING","EXTERIOR_GROUNDS","EXTERIOR_WALKWAYS","BALCONY_GUARDS","WATER_PEN_EXT_BLDG_ELEMENTS","PARKING_AREA","OTHER_FACILITIES","GRID","LATITUDE","LONGITUDE","X","Y"
"7233",2401686,"4154489","2017","2018","1959","PRIVATE","08","Eglinton-Lawrence","771 LAWRENCE AVE W","3","10","2019-02-06","75","Evaluation needs to be conducted in 2 years","16","4","4","5","4","4","4","N/A","3","N/A","N/A","4","2","5","3","4","4","3","4","3","N/A","N0827","43.714044601","-79.452602064","308603.672","4841344.884"
"7234",2401687,"4154488",NA,"2018","1959","PRIVATE","08","Eglinton-Lawrence","773 LAWRENCE AVE W","3","10","2019-02-06","70","Evaluation needs to be conducted in 2 years","16","3","4","4","3","3","4","N/A","3","N/A","N/A","4","4","5","3","3","3","3","4","3","N/A","N0827","43.713971712","-79.452927496","308577.452","4841336.772"
"7235",2401688,"4155891","2017","2018","1958","PRIVATE","08","Eglinton-Lawrence","775 LAWRENCE AVE W","3","10","2019-02-06","82","Evaluation needs to be conducted in 2 years","17","4","4","5","5","5","4","N/A","3","N/A","4","4","3","5","4","4","5","4","4","3","N/A","N0827","43.713898627","-79.453259766","308550.681","4841328.638"
"7236",2401689,"4154487","2018","2018","1961","PRIVATE","08","Eglinton-Lawrence","777 LAWRENCE AVE W","3","10","2019-02-06","75","Evaluation needs to be conducted in 2 years","16","3","4","5","3","3","4","N/A","3","N/A","N/A","4","4","5","4","3","4","4","4","3","N/A","N0827","43.713831691","-79.45359547","308523.633","4841321.187"
"7237",2401690,"4153571","2018","2018","1969","PRIVATE","13","Toronto Centre","210 OAK ST","17","260","2019-02-06","65","Evaluation needs to be conducted in 1 year","19","3","3","4","4","3","4","3","3","2","3","3","4","5","2","3","4","3","3","3","N/A","S1330","43.663368073","-79.358462264","316209.596","4835679.79"
"7238",2401691,"4155664","2019","2018","1972","PRIVATE","13","Toronto Centre","230 OAK ST","23","327","2019-02-06","76","Evaluation needs to be conducted in 2 years","18","4","4","4","4","4","4","3","4","4","N/A","3","4","5","4","4","4","4","3","2","N/A","S1330","43.663569575","-79.357948805","316215.622","4835683.043"
"7239",2401692,"4154528","2017","2018","1956","PRIVATE","08","Eglinton-Lawrence","78 NEPTUNE DR","3","12","2019-02-06","60","Evaluation needs to be conducted in 1 year","16","3","3","3","3","3","3","N/A","3","N/A","N/A","3","2","5","2","3","3","3","3","3","N/A","N0823","43.7328466433","-79.4361394574","309928.972","4843433.651"
"7240",2401693,"4154529","2017","2018","1958","PRIVATE","08","Eglinton-Lawrence","80 NEPTUNE DR","3","11","2019-02-06","66","Evaluation needs to be conducted in 2 years","16","4","4","4","3","3","3","N/A","4","N/A","N/A","4","3","5","2","3","3","2","3","3","N/A","N0823","43.7327808039","-79.436442358","309904.577","4843426.318"
"7241",2401694,"4154647","2017","2018","1963","PRIVATE","06","York Centre","9 KINGSBRIDGE CRT","7","74","2019-02-06","79","Evaluation needs to be conducted in 2 years","18","4","4","4","4","4","4","3","3","4","N/A","4","4","5","4","4","4","4","4","4","N/A","N0624","43.7715767413","-79.4441039119","309284.542","4847735.908"
"7242",2401695,"4154358",NA,"2018","1954","PRIVATE","05","York South-Weston","2624 KEELE ST","3","11","2019-02-06","69","Evaluation needs to be conducted in 2 years","16","3","4","5","3","2","3","N/A","4","N/A","3","3","3","5","3","3","3","N/A","4","4","N/A","W0522","43.720182196","-79.4809738459","306317.523","4842024.9"
"7243",2401696,"4154644","2017","2018","1964","PRIVATE","06","York Centre","11 GOLDFINCH CRT","15","174","2019-02-06","80","Evaluation needs to be conducted in 2 years","20","4","4","4","4","4","3","4","4","4","4","4","4","5","5","4","4","3","4","4","4","N0624","43.7719556652","-79.4498156824","308824.704","4847777.717"
"7244",2401697,"4152768","2017","2018","1964","PRIVATE","21","Scarborough Centre","123 BELLAMY RD N","12","250","2019-02-06","75","Evaluation needs to be conducted in 2 years","19","4","4","5","3","4","4","5","4","3","4","3","3","5","4","3","3","5","3","2","N/A","E2136","43.7414399001","-79.231653804","326398.571","4844421.149"
"7245",2401698,"4152771","2017","2018","1971","PRIVATE","21","Scarborough Centre","126 BELLAMY RD N","16","253","2019-02-06","53","Evaluation needs to be conducted in 1 year","19","3","3","2","2","3","3","2","3","3","3","2","2","1","3","3","3","4","2","3","N/A","E2136","43.7424264798","-79.2319698725","326372.763","4844530.667"
"7246",2401699,"4152842","2017","2018","1974","TCHC","25","Scarborough-Rouge Park","4205 LAWRENCE AVE E","14","345","2019-02-06","64","Evaluation needs to be conducted in 1 year","19","3","3","4","3","3","3","3","3","4","N/A","3","3","3","3","3","3","4","4","3","3","E2537","43.7679927406","-79.185350274","330116.903","4847384.065"
"7247",2401700,"4153422","2017","2018","1983","TCHC","13","Toronto Centre","25 MUTUAL ST","11","97","2019-02-05","73","Evaluation needs to be conducted in 2 years","18","3","3","4","4","3","4","4","4","4","N/A","4","4","4","3","4","3","4","3","4","N/A","S1332","43.654312877","-79.374349898","314919.444","4834715.511"
"7248",2401701,"4153434","2017","2018","1978","TCHC","13","Toronto Centre","200 SHERBOURNE ST","7","174","2019-02-05","64","Evaluation needs to be conducted in 1 year","18","3","3","4","2","4","4","N/A","4","3","N/A","3","3","2","3","3","3","3","3","4","4","S1332","43.6571186557","-79.3709227315","315195.671","4835026.678"
"7249",2401702,"4155029","2017","2018","1977","PRIVATE","12","Toronto-St. Paul's","787 VAUGHAN RD","4","38","2019-02-05","83","Evaluation needs to be conducted in 2 years","15","4","4","5","4","4","5","N/A","5","N/A","N/A","4","3","5","4","4","4","N/A","4","3","N/A","S1222","43.6952218624","-79.4479601796","308979.273","4839253.057"
"7250",2401703,"4155313",NA,"2018","1952","PRIVATE","02","Etobicoke Centre","315 THE KINGSWAY","4","15","2019-02-05","73","Evaluation needs to be conducted in 2 years","15","4","3","4","3","4","3","N/A","4","N/A","N/A","3","3","5","4","4","4","N/A","3","4","N/A","W0229","43.6650849124","-79.5230752118","302923.345","4835904.087"
"7251",2401704,"4154548","2017","2018","1960","PRIVATE","08","Eglinton-Lawrence","33 WASDALE CRES","3","11","2019-02-05","72","Evaluation needs to be conducted in 2 years","17","3","5","4","4","3","4","N/A","4","N/A","3","4","2","5","3","3","4","3","4","3","N/A","N0823","43.7308134722","-79.4346272545","310050.972","4843207.881"
"7252",2401705,"4154546","2017","2018","1960","PRIVATE","08","Eglinton-Lawrence","37 WASDALE CRES","3","11","2019-02-05","71","Evaluation needs to be conducted in 2 years","16","3","5","4","3","3","3","N/A","4","N/A","N/A","3","2","5","4","3","4","3","4","4","N/A","N0823","43.7306604453","-79.4351977557","310005.026","4843190.842"
"7253",2401706,"4153580","2017","2018","1930","PRIVATE","13","Toronto Centre","26 GIFFORD ST","4","15","2019-02-05","64","Evaluation needs to be conducted in 1 year","15","3","3","4","2","3","3","N/A","4","N/A","N/A","3","3","5","2","4","4","N/A","2","3","N/A","S1327","43.6633467567","-79.3636941041","315777.607","4835719.536"
"7254",2401707,"4154531","2017","2018","1975","PRIVATE","08","Eglinton-Lawrence","84 NEPTUNE DR","3","11","2019-02-05","86","Evaluation needs to be conducted in 3 years","16","5","4","4","4","4","4","N/A","5","N/A","N/A","4","4","5","5","3","4","5","4","5","N/A","N0823","43.732647778","-79.4370443606","309856.093","4843411.503"
"7255",2401708,"4250288","2017","2018","1989","SOCIAL HOUSING","13","Toronto Centre","305-307 PARLIAMENT ST","3","10","2019-02-05","79","Evaluation needs to be conducted in 2 years","16","4","4","4","3","4","4","N/A","3","N/A","N/A","4","4","5","4","4","4","4","4","N/A","4","S1330",NA,NA,"315626.782","4835245.653"
"7256",2401709,"4153000","2017","2018","1917","PRIVATE","04","Parkdale-High Park","1465 KING ST W","3","48","2019-02-05","57","Evaluation needs to be conducted in 1 year","14","3","2","3","2","3","2","N/A","3","N/A","N/A","3","3","5","3","3","3","N/A","2","N/A","N/A","S0437","43.6362466824","-79.4390220759","309704.547","4832701.692"
"7257",2401710,"4152999","2017","2018","1960","PRIVATE","04","Parkdale-High Park","1475 KING ST W","3","44","2019-02-05","61","Evaluation needs to be conducted in 1 year","15","2","2","2","2","4","3","N/A","3","N/A","2","2","4","5","4","4","4","N/A","3","N/A","N/A","S0437","43.6361307104","-79.4396082972","309657.257","4832688.775"
"7258",2401711,"4154275","2017","2018","1960","PRIVATE","07","Humber River-Black Creek","25 DUNCANWOODS DR","11","148","2019-02-05","79","Evaluation needs to be conducted in 2 years","18","4","4","4","4","4","4","3","3","4","N/A","4","3","4","5","4","4","4","5","4","N/A","W0722","43.7496851095","-79.55739159","300162.561","4845304.003"
"7259",2401712,"4155134","2017","2018","1960","PRIVATE","05","York South-Weston","19 DENISON RD E","3","26","2019-02-05","63","Evaluation needs to be conducted in 1 year","15","3","2","5","3","3","3","N/A","3","N/A","N/A","3","4","3","3","3","3","N/A","3","3","N/A","W0527","43.696310244","-79.506587145","304253.209","4839373.738"
"7260",2401713,"4155135","2017","2018","1958","PRIVATE","05","York South-Weston","21 DENISON RD E","3","17","2019-02-05","77","Evaluation needs to be conducted in 2 years","15","4","4","5","4","4","3","N/A","3","N/A","N/A","3","4","5","3","4","4","N/A","4","4","N/A","W0527","43.696366279","-79.506408632","304267.6","4839379.961"
"7261",2401714,"4153460","2017","2018","1985","TCHC","11","University-Rosedale","25 ELM ST","16","101","2019-02-05","80","Evaluation needs to be conducted in 2 years","18","4","4","4","5","3","4","4","4","4","N/A","4","3","4","4","4","4","N/A","4","4","5","S1145","43.6573608881","-79.3829351361","314226.76","4835052.209"
"7262",2401715,"4156034","2017","2018","1994","TCHC","13","Toronto Centre","261 JARVIS ST","7","55","2019-02-05","68","Evaluation needs to be conducted in 2 years","17","4","3","4","3","3","3","4","4","3","N/A","4","3","4","3","3","3","N/A","4","3","N/A","S1328","43.6579290015","-79.3745956527","314899.288","4835116.244"
"7263",2401716,"4153499","2017","2018","1991","TCHC","13","Toronto Centre","460 JARVIS ST","10","212","2019-02-05","74","Evaluation needs to be conducted in 2 years","18","4","4","4","4","4","4","3","4","5","N/A","4","4","3","3","4","3","3","4","3","N/A","S1326","43.6658437649","-79.3786635965","314569.899","4835995.071"
"7264",2401717,"4156620","2017","2018","1950","PRIVATE","16","Don Valley East","1 WINGREEN CRT","3","11","2019-02-05","80","Evaluation needs to be conducted in 2 years","17","3","4","5","4","4","4","N/A","5","N/A","4","4","3","5","4","4","4","3","4","4","N/A","N1624","43.7388622795","-79.3416192822",NA,NA
"7265",2401718,"4285160","2018","2018","1950","PRIVATE","16","Don Valley East","3 WINGREEN CRT","3","11","2019-02-05","79","Evaluation needs to be conducted in 2 years","17","3","5","4","3","3","5","N/A","5","N/A","4","3","4","5","4","4","4","3","4","4","N/A","N1624","43.7389485514","-79.3418652477",NA,NA
"7266",2401719,"4156612","2017","2018","1956","PRIVATE","16","Don Valley East","5 WINGREEN CRT","3","22","2019-02-05","78","Evaluation needs to be conducted in 2 years","17","4","3","4","4","3","5","N/A","4","N/A","3","4","2","4","4","4","5","5","4","4","N/A","N1624","43.7387840807","-79.3424492566",NA,NA
"7267",2401720,"4156634","2017","2018","1965","PRIVATE","16","Don Valley East","9 WINGREEN CRT","3","11","2019-02-05","89","Evaluation needs to be conducted in 3 years","16","4","4","5","5","4","5","N/A","4","N/A","N/A","4","5","5","4","4","4","5","4","5","N/A","N1624","43.7386011415","-79.3432263203","317412.553","4844082.855"
"7268",2401721,"4153462","2017","2018","1970","TCHC","13","Toronto Centre","423 YONGE ST","20","340","2019-02-05","66","Evaluation needs to be conducted in 2 years","19","3","3","4","3","4","4","4","2","4","4","3","3","3","3","3","3","N/A","3","4","3","S1328","43.6602721446","-79.3823063131","314276.997","4835375.715"
"7269",2401722,"4155337","2017","2018","1963","PRIVATE","02","Etobicoke Centre","1137 ROYAL YORK RD","10","122","2019-02-05","73","Evaluation needs to be conducted in 2 years","17","4","4","4","4","4","1","N/A","3","4","N/A","3","3","5","4","3","4","4","4","4","N/A","W0230","43.661225213","-79.515144165","303562.582","4835476.083"
"7270",2401723,"4232595","2017","2018","1963","PRIVATE","02","Etobicoke Centre","1139 ROYAL YORK RD","10","90","2019-02-05","73","Evaluation needs to be conducted in 2 years","17","4","4","4","4","4","1","N/A","3","4","N/A","3","3","5","4","3","4","4","4","4","N/A","W0230","43.661101768","-79.515869361","303504.092","4835462.384"
"7271",2401724,"4153454","2017","2018","1985","TCHC","13","Toronto Centre","145 MUTUAL ST","15","145","2019-02-05","74","Evaluation needs to be conducted in 2 years","18","3","4","4","3","4","3","3","4","4","N/A","4","3","4","4","4","4","4","4","4","N/A","S1328","43.6591023749","-79.3763412035","314758.305","4835246.417"
"7272",2401725,"4155373","2017","2018","1966","PRIVATE","02","Etobicoke Centre","340 THE EAST MALL","8","77","2019-02-04","75","Evaluation needs to be conducted in 2 years","19","4","3","4","4","4","4","N/A","3","4","5","3","4","5","4","3","3","4","3","3","4","W0234","43.639211983","-79.557274574","300163.043","4833031.882"
"7273",2401726,"4155630","2017","2018","1957","TCHC","08","Eglinton-Lawrence","4 REPLIN RD","4","30","2019-02-04","68","Evaluation needs to be conducted in 2 years","15","3","3","4","3","3","3","N/A","4","N/A","N/A","4","4","3","3","4","3","N/A","4","3","N/A","N0823","43.717910324","-79.443368577","309354.813","4841773.51"
"7274",2401727,"4155629","2017","2018","1957","TCHC","08","Eglinton-Lawrence","3 OLD MEADOW LANE","4","30","2019-02-04","68","Evaluation needs to be conducted in 2 years","15","3","3","4","3","3","3","N/A","4","N/A","N/A","4","4","3","3","4","3","N/A","4","3","N/A","N0823","43.717989875","-79.444116728","309284.737","4841788.238"
"7275",2401728,"4154566","2017","2018","1960","PRIVATE","08","Eglinton-Lawrence","96 MULHOLLAND AVE","3","11","2019-02-04","64","Evaluation needs to be conducted in 1 year","15","3","3","4","3","3","3","N/A","2","N/A","N/A","3","3","5","3","3","4","N/A","3","3","N/A","N0823","43.7207064297","-79.4552747615","308388.209","4842083.918"
"7276",2401729,"4155259","2017","2018","1960","PRIVATE","03","Etobicoke-Lakeshore","3 CROWN HILL PL","6","62","2019-02-04","74","Evaluation needs to be conducted in 2 years","18","4","3","4","3","4","3","N/A","4","3","4","4","4","5","3","4","3","5","3","4","N/A","W0327","43.6380325283","-79.4912275858","305492.116","4832898.429"
"7277",2401730,"4154498","2017","2018","1958","PRIVATE","08","Eglinton-Lawrence","1111 LAWRENCE AVE W","3","15","2019-02-04","81","Evaluation needs to be conducted in 2 years","17","4","4","5","4","4","4","N/A","3","N/A","4","4","3","5","3","4","5","4","4","5","N/A","N0826","43.7118569119","-79.4634512114","307729.784","4841100.462"
"7278",2401731,"4155060","2017","2018","1960","PRIVATE","08","Eglinton-Lawrence","178 LOCKSLEY AVE","3","24","2019-02-04","75","Evaluation needs to be conducted in 2 years","17","3","4","5","4","4","4","N/A","4","N/A","3","4","3","5","4","3","4","3","4","3","N/A","N0831","43.7023837133","-79.4491090339","308886.201","4840048.632"
"7279",2401732,"4155627","2017","2018","1957","TCHC","08","Eglinton-Lawrence","3 LEILA LANE","3","31","2019-02-04","67","Evaluation needs to be conducted in 2 years","15","3","3","4","3","3","3","N/A","4","N/A","N/A","3","4","3","3","4","3","N/A","4","3","N/A","N0823","43.722049816","-79.445755583","309154.837","4842234.568"
"7280",2401733,"4154251","2018","2018","1993","SOCIAL HOUSING","07","Humber River-Black Creek","3001 FINCH AVE W","14","166","2019-02-04","67","Evaluation needs to be conducted in 2 years","19","3","3","3","4","3","4","3","3","4","N/A","3","4","4","3","3","3","4","3","3","4","W0727","43.747070571","-79.562597925","299742.782","4845014.81"
"7281",2401734,"4155638","2017","2018","1957","TCHC","08","Eglinton-Lawrence","1 FLEMINGTON RD","3","31","2019-02-04","67","Evaluation needs to be conducted in 2 years","15","3","3","4","3","3","3","N/A","3","N/A","N/A","4","4","3","3","4","3","N/A","4","3","N/A","N0823","43.719074422","-79.441290791","309514.797","4841904.254"
"7282",2401735,"4154317","2017","2018","1955","PRIVATE","05","York South-Weston","2641 KEELE ST","3","21","2019-02-04","65","Evaluation needs to be conducted in 1 year","15","3","4","5","3","3","3","N/A","3","N/A","N/A","3","3","5","2","3","3","N/A","3","3","N/A","W0523","43.7212489547","-79.4801097422","306387.12","4842143.426"
"7283",2401736,"4154318","2017","2018","1955","PRIVATE","05","York South-Weston","2643 KEELE ST","3","21","2019-02-04","64","Evaluation needs to be conducted in 1 year","15","3","4","5","3","2","3","N/A","3","N/A","N/A","3","3","5","3","3","3","N/A","2","3","N/A","W0523","43.7214377467","-79.4800527755","306391.705","4842164.401"
"7284",2401737,"4154277","2017","2018","1965","PRIVATE","07","Humber River-Black Creek","50 PEARLDALE AVE","7","96","2019-02-04","66","Evaluation needs to be conducted in 2 years","20","3","3","3","3","3","4","3","3","3","3","3","3","5","4","3","3","4","4","3","3","W0722","43.74918598","-79.563851453","299642.013","4845249.898"
"7285",2401738,"4154533",NA,"2018","1956","PRIVATE","08","Eglinton-Lawrence","88 NEPTUNE DR","3","11","2019-02-04","58","Evaluation needs to be conducted in 1 year","16","2","3","3","3","2","3","N/A","3","N/A","N/A","2","3","4","3","3","3","3","3","3","N/A","N0823","43.732494717","-79.4377218694","309801.528","4843394.458"
